City_Alt,ACS Bike-to-Work Mode Share,Land Area, Population ,ACS Target,ACS Normalized Score,ACS Ridership Points,SMS Recreation Riding,SMS Points,Community Survey Ridership Score,Total ridership score,Average Fatalities All Mode,All Mode Fatality Rate,All Mode Fatality Points,Average Fatalities Bike,Bike Fatality Rate,Bike Fatality Points,All Mode Injuries,All Mode Injury Rate,All Mode Injury Points,Bike Injuries,Bike Injury Rate,Bike Injury Points,All mode safety points,Bike Safety Points,Community Survey Safety Score,Total Safety Points,City Snapshot Points,Community Survey Acceleration Score,Total Acceleration Points,BNA,BNA Points,Community Survey Network Score,Total Nework Points,Percent Communities of Concern,Number Underserved Communities,Average BNA,BNA Underserved Communities,BNA Gap,BNA Tier,BNA Target,Distance,BNA Points.1,ACS Bike-to-Work Mode Share Men,ACS Bike-to-Work Mode Share Women,ACS Gap,ACS Tier,ACS_Target,Distance.1,ACS Points,Total Reach Points,Total Ponts
"NEWPORT NEWS, VA",0.30%,68.7,"180,775",11.50%,2.8,0.1,14.90%,2.5,2.0,1.4,13.6,0.8,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.2,2.0,,1.5,0.3,21.0,2,2.0,2.0,20.1,28,22.4,21.2,1.1,2.0,-20.0,21.1,1.7,0.0,0.0,0.0,1.0,-0.02,0.02,1.8,1.7,1.5
"COLUMBUS, IN",0.60%,27.5,"46,926",20.80%,2.8,0.1,16.10%,2.7,2.5,1.6,12.2,2.6,1.0,0.0,0.0,5.0,,,,,,,0.5,2.5,3.2,1.8,1.9,3.4,2.2,30.6,2,2.9,2.2,7.3,3,26.1,25.9,0.2,2.0,-20.0,20.2,1.8,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.7,2.4
"RIDGELAND, MS",0.20%,19.6,"24,312",26.30%,0.8,0.0,15.10%,2.5,1.8,1.4,1.4,0.6,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,3.1,2.2,,2.8,0.6,28.5,2,2.5,2.1,14.3,6,21.1,21.3,-0.1,2.0,-20.0,19.9,1.9,0.0,0.0,0.0,1.0,-0.02,0.02,1.2,1.7,1.6
"TALLAHASSEE, FL",1.00%,100.2,"188,463",7.80%,9.7,0.5,13.90%,2.3,2.4,1.6,14.0,0.7,3.0,0.4,4.6,4.0,,,,,,,1.5,2.0,2.2,1.8,,2.7,0.5,14.0,1,3.1,1.4,15.5,23,11.7,9.8,2.0,3.0,-15.0,17.0,1.9,0.02,0.01,0.01,2.0,-0.05,0.06,1.2,1.7,1.4
"ROCKVILLE, MD",0.80%,13.5,"66,420",26.30%,2.4,0.1,15.10%,2.5,2.3,1.5,0.2,0.0,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.5,2.3,,2.6,0.5,16.0,1,2.7,1.3,11.8,8,15.1,13.1,2.0,3.0,-15.0,17.0,1.8,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.7,1.5
"WEST HARTFORD, CT",0.20%,21.8,"63,360",20.80%,0.6,0.0,15.80%,2.6,2.5,1.6,2.4,0.4,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.2,2.2,,2.7,0.5,13.6,1,2.3,1.3,19.8,16,13.5,10.7,2.8,3.0,-15.0,17.8,1.7,0.0,0.0,0.0,1.0,-0.02,0.02,1.7,1.7,1.5
"BAKERSFIELD, CA",0.50%,142.2,"372,680",7.80%,6.0,0.3,13.40%,2.2,2.2,1.5,37.6,1.0,2.0,2.0,28.0,2.0,,,,,,,1.0,1.0,2.1,1.2,,2.4,0.5,15.0,1,2.6,1.3,23.6,61,21.4,20.4,1.1,2.0,-20.0,21.1,1.7,0.01,0.0,0.0,2.0,-0.05,0.05,1.7,1.7,1.2
"BALTIMORE, MD",1.20%,80.9,"619,796",10.70%,10.4,0.5,14.20%,2.4,2.5,1.7,33.2,0.5,3.0,0.8,3.5,4.0,410.5,6.6,1.0,14.0,60.7,2.0,2.0,3.0,1.7,2.3,3.7,2.7,3.5,22.6,2,2.5,2.1,33.5,239,20.8,20.8,0.0,2.0,-20.0,20.0,1.8,0.02,0.01,0.01,2.0,-0.05,0.06,1.2,1.7,2.8
"CINCINNATI, OH",0.60%,77.9,"298,957",11.50%,5.2,0.3,17.20%,2.9,2.6,1.8,24.8,0.8,3.0,0.2,2.9,4.0,,,,,,,1.5,2.0,2.1,1.8,,2.4,0.5,21.8,2,2.6,2.1,23.6,91,24.3,23.7,0.5,2.0,-20.0,20.5,1.8,0.01,0.0,0.01,2.0,-0.05,0.06,1.4,1.7,1.6
"CHARLESTON, SC",3.30%,109.0,"131,204",7.80%,32.9,1.6,15.10%,2.5,2.6,2.2,23.6,1.8,1.0,1.0,4.9,4.0,,,,,,,0.5,2.0,1.9,1.4,,2.0,0.4,16.1,1,2.2,1.2,14.4,17,17.5,12.0,5.5,3.0,-15.0,20.5,1.2,0.04,0.03,0.01,3.0,-0.6,0.61,3.1,1.7,1.4
"SANTA FE, NM",1.10%,46.0,"82,980",12.60%,6.9,0.3,15.70%,2.6,2.9,1.8,7.2,0.9,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.4,2.1,,2.7,0.5,9.1,1,3.2,1.4,15.4,12,7.5,4.8,2.7,3.0,-15.0,17.7,1.7,0.01,0.01,0.01,2.0,-0.05,0.06,1.5,1.7,1.5
"BROKEN ARROW, OK",0.10%,61.6,"106,264",11.50%,0.6,0.0,14.80%,2.5,,1.0,6.0,0.6,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,,1.6,,,,17.2,1,,0.8,1.0,1,15.1,12.6,2.6,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.7,1.7,1.3
"BETTENDORF, IA",0.20%,21.2,"35,293",20.80%,0.7,0.0,18.30%,3.0,2.1,1.6,1.0,0.3,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,3.0,2.4,,2.6,0.5,42.9,3,2.7,2.9,0.0,0,29.0,,,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.7,1.7,1.8
"PHOENIX, AZ",0.80%,516.7,"1,574,421",5.70%,14.2,0.7,16.40%,2.7,2.6,1.9,204.0,1.3,2.0,8.8,16.6,3.0,,,,,,,1.0,1.5,2.2,1.4,,2.5,0.5,26.2,2,2.9,2.2,17.9,201,25.3,24.5,0.8,2.0,-20.0,20.8,1.7,0.01,0.0,0.01,2.0,-0.05,0.06,1.4,1.7,1.5
"RIO RANCHO, NM",0.10%,103.4,"93,317",7.80%,0.8,0.0,14.60%,2.4,,1.0,1.4,0.2,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,5.8,1,,0.8,4.7,3,7.7,8.9,-1.2,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.7,1.7,1.3
"SCRANTON, PA",0.30%,25.3,"76,624",20.80%,1.4,0.1,12.60%,2.1,,0.9,5.0,0.7,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,,1.6,,,,26.9,2,,1.6,13.8,12,23.2,23.4,-0.2,2.0,-20.0,19.8,1.9,0.01,0.0,0.01,1.0,-0.02,0.03,1.0,1.7,1.4
"GILBERT, AZ",0.70%,68.0,"232,176",11.50%,5.5,0.3,14.90%,2.5,,1.1,9.0,0.4,4.0,0.8,11.8,3.0,,,,,,,2.0,1.5,,1.4,,,,22.9,2,,1.6,3.1,5,24.4,30.0,-5.7,,,,,0.01,0.0,0.0,2.0,-0.05,0.05,1.7,1.7,1.4
"HIGH POINT, NC",0.20%,53.8,"109,849",12.60%,1.2,0.1,12.80%,2.1,1.8,1.2,,,,,,,,,,,,,2.5,2.5,1.8,2.4,,1.5,0.3,7.3,1,1.9,1.2,17.6,16,5.3,2.9,2.5,3.0,-15.0,17.5,1.8,0.0,0.0,0.0,1.0,-0.02,0.02,1.3,1.7,1.3
"BRIDGEPORT, CT",0.40%,16.0,"147,586",26.30%,1.4,0.1,13.80%,2.3,2.1,1.4,9.4,0.6,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.1,2.0,,1.3,0.3,14.3,1,1.8,1.2,22.5,27,13.4,12.1,1.3,3.0,-15.0,16.3,2.0,0.01,0.0,0.01,1.0,-0.02,0.03,0.7,1.7,1.3
"SCOTTSDALE, AZ",1.10%,183.9,"239,283",6.40%,16.2,0.8,17.80%,3.0,2.7,2.0,15.0,0.6,3.0,0.4,3.5,4.0,,,,,,,1.5,2.0,2.7,1.9,,2.4,0.5,22.2,2,3.0,2.2,6.6,15,18.5,16.1,2.3,3.0,-15.0,17.3,1.8,0.02,0.01,0.01,2.0,-0.05,0.06,1.3,1.7,1.7
"STATE COLLEGE, PA",14.30%,4.6,"42,224",37.00%,32.5,1.6,12.40%,2.1,2.7,2.0,1.2,0.3,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.9,2.4,,2.8,0.6,50.2,3,3.3,3.1,11.1,3,53.9,41.9,12.0,1.0,-25.0,37.0,1.1,0.13,0.15,-0.02,3.0,-0.6,0.58,3.2,1.6,1.9
"OAKLAND, CA",4.20%,55.8,"417,442",12.60%,31.2,1.6,18.60%,3.1,3.1,2.5,26.4,0.6,3.0,1.0,1.7,4.0,,,,,,,1.5,2.0,2.2,1.8,,3.2,0.6,26.3,2,3.0,2.2,24.6,93,23.8,19.5,4.3,2.0,-20.0,24.3,1.2,0.05,0.03,0.02,3.0,-0.6,0.62,3.1,1.6,1.8
"HATTIESBURG, MS",1.00%,53.4,"46,495",12.60%,7.1,0.4,12.50%,2.1,2.0,1.4,7.8,1.7,2.0,0.0,0.0,5.0,,,,,,,1.0,2.5,2.4,1.9,,2.0,0.4,14.4,1,2.2,1.2,25.9,14,16.5,13.9,2.6,3.0,-15.0,17.6,1.7,0.01,0.01,0.01,2.0,-0.05,0.06,1.3,1.6,1.3
"MAPLE GROVE, MN",0.30%,32.6,"68,362",17.20%,1.3,0.1,21.40%,3.6,,1.5,1.0,0.1,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,55.9,3,,2.4,3.8,2,47.5,9.4,38.1,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.6,1.6,1.8
"HAMMOND, IN",0.30%,22.8,"77,827",20.80%,1.2,0.1,17.30%,2.9,,1.2,7.2,0.9,2.0,0.2,21.5,3.0,,,,,,,1.0,1.5,,1.0,,,,29.7,2,,1.6,20.2,20,28.2,19.1,9.1,1.0,-25.0,34.1,1.4,0.0,0.0,0.0,1.0,-0.02,0.02,2.2,1.6,1.4
"TACOMA, WA",0.80%,49.7,"207,280",12.60%,5.1,0.3,17.80%,3.0,2.5,1.8,16.4,0.8,3.0,0.2,3.1,4.0,,,,,,,1.5,2.0,2.3,1.9,,2.8,0.6,32.0,2,2.7,2.1,16.9,40,30.5,24.0,6.5,1.0,-25.0,31.5,1.7,0.01,0.0,0.01,2.0,-0.05,0.06,1.4,1.6,1.6
"PLANO, TX",0.10%,71.6,"281,566",11.50%,1.0,0.0,16.20%,2.7,2.1,1.5,12.4,0.4,4.0,0.2,12.6,3.0,,,,,,,2.0,1.5,2.7,1.9,,2.2,0.4,13.5,1,2.5,1.3,8.0,19,14.4,11.4,2.9,3.0,-15.0,17.9,1.7,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.6,1.4
"NEWBURYPORT, MA",0.40%,8.3,"17,890",26.30%,1.2,0.1,14.50%,2.4,2.3,1.5,0.4,0.2,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,3.1,2.4,,2.5,0.5,23.8,2,2.8,2.2,6.7,1,22.4,29.3,-7.0,,,,,0.01,0.0,0.0,1.0,-0.02,0.02,1.6,1.6,1.6
"COLORADO SPRINGS, CO",0.70%,194.5,"450,000",6.40%,10.4,0.5,17.60%,2.9,3.0,2.0,31.2,0.7,3.0,0.4,3.0,4.0,91.5,2.0,4.0,8.5,62.8,2.0,3.5,3.0,2.5,3.1,4.0,3.6,3.9,26.5,2,3.5,2.3,11.3,36,22.4,21.3,1.1,2.0,-20.0,21.1,1.7,0.01,0.0,0.01,2.0,-0.05,0.06,1.4,1.6,3.1
"DOWNERS GROVE, IL",0.50%,14.3,"49,649",26.30%,1.5,0.1,19.70%,3.3,2.4,1.8,0.6,0.1,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.7,2.3,,1.5,0.3,29.3,2,2.2,2.0,4.8,4,28.4,16.6,11.8,,,,,0.01,0.0,0.0,1.0,-0.02,0.02,1.6,1.6,1.6
"SPRINGFIELD, IL",0.60%,59.5,"116,313",12.60%,4.7,0.2,17.10%,2.8,2.3,1.7,9.2,0.8,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.3,2.1,,2.4,0.5,7.7,1,2.2,1.2,16.3,25,8.8,5.9,2.9,3.0,-15.0,17.9,1.7,0.01,0.0,0.01,2.0,-0.05,0.06,1.4,1.6,1.4
"OXFORD, MS",1.90%,15.8,"22,092",26.30%,6.4,0.3,10.10%,1.7,,0.8,1.2,0.5,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,,1.6,0.9,,0.7,30.4,2,,1.6,16.7,4,30.1,17.6,12.4,1.0,-25.0,37.4,1.1,0.02,0.02,0.0,3.0,-0.6,0.6,3.1,1.6,1.3
"COLUMBUS, GA",0.20%,216.4,"198,647",5.70%,3.7,0.2,13.70%,2.3,,1.0,19.2,1.0,2.0,0.2,11.0,3.0,,,,,,,1.0,1.5,,1.0,,,,8.1,1,,0.8,20.6,26,6.1,3.6,2.4,3.0,-15.0,17.4,1.8,0.0,0.0,0.0,1.0,-0.02,0.02,1.1,1.6,1.1
"THORNTON, CO",0.10%,34.8,"132,310",17.20%,0.6,0.0,15.70%,2.6,,1.1,6.8,0.5,3.0,0.2,28.6,2.0,,,,,,,1.5,1.0,,1.0,,,,10.5,1,,0.8,10.7,13,8.9,5.8,3.1,3.0,-15.0,18.1,1.6,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.6,1.1
"PAWTUCKET, RI",0.20%,8.7,"71,770",26.30%,0.7,0.0,14.10%,2.4,2.1,1.4,3.2,0.4,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.4,2.3,,1.5,0.3,10.1,1,2.1,1.2,16.2,12,13.7,11.1,2.5,3.0,-15.0,17.5,1.7,0.0,0.0,0.0,1.0,-0.02,0.02,1.1,1.6,1.4
"KNOXVILLE, TN",0.80%,98.5,"184,465",10.70%,7.0,0.4,13.90%,2.3,2.5,1.6,31.4,1.7,2.0,0.2,3.3,4.0,253.0,13.7,0.0,5.5,90.8,1.0,1.0,2.5,2.5,1.9,2.9,3.2,2.9,7.8,1,3.2,1.4,13.3,24,7.0,4.0,3.0,3.0,-15.0,18.0,1.7,0.01,0.0,0.01,2.0,-0.05,0.06,1.4,1.6,2.4
"ALBANY, GA",0.00%,55.1,"74,892",12.60%,0.0,0.0,12.00%,2.0,,0.8,8.0,1.1,2.0,0.0,,,,,,,,,1.0,,,0.4,,,,6.6,1,,0.8,27.4,17,5.7,5.2,0.5,3.0,-15.0,15.5,2.1,0.0,0.0,0.0,,,,,1.6,0.9
"NORFOLK, VA",0.90%,54.1,"245,752",12.60%,6.5,0.3,12.80%,2.1,2.5,1.5,19.6,0.8,3.0,0.2,2.1,4.0,,,,,,,1.5,2.0,2.3,1.9,,2.8,0.6,16.6,1,2.2,1.2,16.7,34,15.2,12.4,2.8,3.0,-15.0,17.8,1.7,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.6,1.3
"MORGAN HILL, CA",1.00%,12.9,"43,136",26.30%,3.1,0.2,14.30%,2.4,2.2,1.5,2.2,0.5,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.8,2.2,,2.6,0.5,20.5,2,2.7,2.1,3.3,1,16.2,27.8,-11.6,,,,,0.01,0.01,0.0,2.0,-0.05,0.05,1.6,1.6,1.6
"HIGHLAND PARK, IL",0.60%,12.2,"29,796",26.30%,1.9,0.1,21.50%,3.6,2.3,1.9,0.6,0.2,4.0,0.0,0.0,5.0,11.0,3.7,2.0,1.0,153.8,0.0,3.0,2.5,2.9,2.8,1.1,2.1,1.3,20.0,2,2.6,2.1,2.2,1,17.9,12.4,5.5,,,,,0.01,0.0,0.0,2.0,-0.05,0.05,1.6,1.6,2.4
"COLUMBIA, MO",1.50%,63.1,"118,620",11.50%,12.1,0.6,16.20%,2.7,2.6,1.8,8.8,0.7,3.0,0.2,2.4,4.0,,,,,,,1.5,2.0,2.9,2.0,,2.9,0.6,32.4,2,3.4,2.3,12.5,9,26.6,14.1,12.6,1.0,-25.0,37.6,1.1,0.02,0.01,0.01,3.0,-0.6,0.61,3.1,1.6,1.7
"BURLINGTON, IA",0.80%,14.5,"25,330",26.30%,2.7,0.1,16.00%,2.7,1.9,1.5,0.6,0.2,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.2,2.2,,2.0,0.4,35.4,2,2.0,2.0,16.2,6,31.9,26.4,5.5,1.0,-25.0,30.5,1.8,0.02,0.0,0.02,2.0,-0.05,0.07,0.9,1.6,1.5
"TOPEKA, KS",0.40%,60.2,"127,139",11.50%,2.9,0.1,16.60%,2.8,2.5,1.7,13.0,1.0,2.0,0.6,29.6,2.0,,,,,,,1.0,1.0,2.5,1.3,,3.1,0.6,26.8,2,3.1,2.2,20.8,25,30.1,23.0,7.0,1.0,-25.0,32.0,1.7,0.01,0.0,0.0,1.0,-0.02,0.02,1.3,1.6,1.5
"DURHAM, NC",0.80%,107.4,"257,232",7.80%,8.2,0.4,15.30%,2.6,2.4,1.7,17.6,0.7,3.0,0.8,8.2,4.0,53.0,2.1,4.0,1.0,10.2,4.0,3.5,4.0,2.2,3.4,3.3,2.7,3.1,13.3,1,2.8,1.4,17.6,29,11.6,8.3,3.4,3.0,-15.0,18.4,1.6,0.01,0.01,0.01,2.0,-0.05,0.06,1.5,1.6,2.7
"MORGANTOWN, WV",1.60%,10.2,"30,099",26.30%,4.6,0.2,13.30%,2.2,2.3,1.4,8.4,2.8,1.0,0.0,0.0,5.0,,,,,,,0.5,2.5,2.2,1.6,,2.4,0.5,21.9,2,2.8,2.2,8.6,5,20.5,15.6,4.9,2.0,-20.0,24.9,1.1,0.03,0.0,0.03,3.0,-0.6,0.63,3.0,1.6,1.5
"AMES, IA",4.30%,24.2,"65,005",20.80%,18.1,0.9,15.10%,2.5,2.6,1.9,0.8,0.1,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.7,2.3,,2.7,0.5,54.4,3,2.7,2.9,7.0,3,51.6,39.1,12.5,1.0,-25.0,37.5,1.1,0.06,0.03,0.03,3.0,-0.6,0.63,3.0,1.6,1.9
"YOUNGSTOWN, OH",0.10%,34.0,"64,852",17.20%,0.6,0.0,14.90%,2.5,,1.0,8.2,1.3,2.0,0.2,87.0,1.0,,,,,,,1.0,0.5,,0.6,,,,13.6,1,,0.8,27.5,30,20.9,18.9,2.0,2.0,-20.0,22.0,1.5,0.0,0.0,0.0,1.0,-0.02,0.02,1.7,1.6,1.0
"BILOXI, MS",0.20%,38.2,"45,328",17.20%,1.3,0.1,12.70%,2.1,1.9,1.2,4.8,1.1,2.0,0.2,47.6,2.0,,,,,,,1.0,1.0,2.3,1.3,,2.0,0.4,14.8,1,1.8,1.2,20.0,10,13.8,10.2,3.6,3.0,-15.0,18.6,1.5,0.0,0.0,0.0,1.0,-0.02,0.02,1.6,1.6,1.1
"AUBURN, AL",0.60%,58.1,"61,462",12.60%,4.9,0.2,12.00%,2.0,2.1,1.3,2.0,0.3,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.7,2.3,,2.6,0.5,37.7,2,2.7,2.1,8.5,4,31.9,24.5,7.4,1.0,-25.0,32.4,1.6,0.01,0.0,0.01,2.0,-0.05,0.06,1.4,1.6,1.6
"LIVONIA, MI",0.20%,35.7,"94,708",17.20%,1.1,0.1,17.80%,3.0,,1.2,2.8,0.3,4.0,0.2,21.3,3.0,,,,,,,2.0,1.5,,1.4,,,,34.1,2,,1.6,8.1,9,30.4,22.7,7.7,1.0,-25.0,32.7,1.6,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.6,1.4
"PORTLAND, OR",8.70%,133.4,"630,331",7.80%,99.7,5.0,20.40%,3.4,3.0,4.0,36.8,0.6,3.0,2.6,1.2,4.0,281.0,4.5,1.0,15.0,6.9,4.0,2.0,4.0,2.7,2.9,3.1,3.6,3.2,39.3,2,3.5,2.3,14.8,77,40.4,27.8,12.6,1.0,-25.0,37.6,1.1,0.11,0.07,0.04,3.0,-0.6,0.64,3.0,1.6,3.3
"MERIDIAN, MS",0.10%,53.7,"39,213",12.60%,0.7,0.0,11.00%,1.8,,0.7,4.6,1.2,2.0,0.0,0.0,5.0,,,,,,,1.0,2.5,,1.4,,,,20.8,2,,1.6,28.8,15,24.2,22.4,1.9,2.0,-20.0,21.9,1.6,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.6,1.3
"AUGUSTA, GA",0.30%,302.5,"196,899",5.70%,5.7,0.3,13.30%,2.2,1.9,1.4,23.8,1.2,2.0,0.8,33.1,2.0,,,,,,,1.0,1.0,2.1,1.2,,1.9,0.4,8.9,1,2.3,1.3,25.2,38,7.4,4.9,2.5,3.0,-15.0,17.5,1.8,0.01,0.0,0.01,1.0,-0.02,0.03,0.9,1.5,1.2
"DULUTH, MN",0.80%,67.8,"86,066",11.50%,6.8,0.3,15.70%,2.6,2.7,1.7,3.0,0.3,4.0,0.2,6.5,4.0,,,,,,,2.0,2.0,2.7,2.1,,3.1,0.6,25.6,2,3.2,2.2,12.7,13,27.5,20.1,7.4,1.0,-25.0,32.4,1.6,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.5,1.7
"DAVENPORT, IA",0.40%,62.9,"102,268",11.50%,3.3,0.2,17.60%,2.9,2.3,1.7,9.0,0.9,2.0,0.0,0.0,5.0,,,,,,,1.0,2.5,2.5,1.9,,2.5,0.5,26.3,2,2.8,2.2,9.9,9,26.0,25.9,0.1,2.0,-20.0,20.1,1.8,0.01,0.0,0.01,1.0,-0.02,0.03,0.6,1.5,1.6
"RICHMOND, VA",2.30%,59.8,"220,892",12.60%,18.1,0.9,14.20%,2.4,2.6,1.8,14.2,0.6,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.4,2.1,,3.0,0.6,20.0,2,3.2,2.2,31.7,59,23.5,18.1,5.4,2.0,-20.0,25.4,1.0,0.03,0.02,0.01,3.0,-0.6,0.61,3.1,1.5,1.7
"SANTA ROSA, CA",1.50%,41.3,"174,244",12.60%,8.7,0.4,14.80%,2.5,2.6,1.7,8.4,0.5,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.3,2.1,,3.0,0.6,18.9,1,3.0,1.4,10.1,16,17.9,11.4,6.5,3.0,-15.0,21.5,1.0,0.02,0.01,0.02,3.0,-0.6,0.62,3.1,1.5,1.5
"JANESVILLE, WI",0.30%,33.9,"63,957",17.20%,1.4,0.1,16.60%,2.8,2.3,1.6,3.2,0.5,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,3.2,2.2,,2.6,0.5,33.2,2,2.7,2.1,7.5,4,32.2,24.5,7.7,1.0,-25.0,32.7,1.6,0.0,0.0,0.0,1.0,-0.02,0.02,1.3,1.5,1.6
"HUNTINGTON, WV",1.10%,16.2,"48,034",26.30%,3.7,0.2,13.30%,2.2,,1.0,6.6,1.4,2.0,0.0,0.0,5.0,,,,,,,1.0,2.5,,1.4,,,,52.5,3,,2.4,6.7,4,36.9,29.5,7.4,1.0,-25.0,32.4,1.6,0.02,0.01,0.01,2.0,-0.05,0.06,1.2,1.5,1.6
"NEWINGTON, CT",0.20%,13.1,"30,603",26.30%,0.6,0.0,15.50%,2.6,,1.0,1.8,0.6,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,,1.6,,,,10.5,1,,0.8,10.8,4,9.8,4.5,5.3,3.0,-15.0,20.3,1.2,0.0,0.0,0.0,1.0,-0.02,0.02,2.3,1.5,1.2
"AKRON, OH",0.10%,62.0,"198,252",11.50%,0.6,0.0,16.70%,2.8,2.4,1.6,13.6,0.7,3.0,0.8,137.9,0.0,,,,,,,1.5,0.0,2.6,1.1,,2.6,0.5,14.0,1,2.7,1.3,24.2,64,16.8,12.7,4.0,3.0,-15.0,19.0,1.5,0.0,0.0,0.0,1.0,-0.02,0.02,1.7,1.5,1.2
"NORTHFIELD, NJ",0.70%,3.4,"8,480",45.10%,1.5,0.1,14.20%,2.4,,1.0,0.6,0.7,3.0,0.4,148.1,0.0,,,,,,,1.5,0.0,,0.6,,,,45.5,3,,2.4,0.0,0,41.4,,,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.5,1.5,1.4
"WEST FARGO, ND",0.20%,14.4,"33,089",26.30%,0.7,0.0,20.40%,3.4,,1.4,0.2,0.1,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,30.4,2,,1.6,9.1,2,33.4,23.6,9.8,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.5,1.6
"NORTH PLATTE, NE",0.10%,13.2,"24,135",26.30%,0.4,0.0,16.60%,2.8,,1.1,0.8,0.3,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,30.9,2,,1.6,4.0,1,37.8,60.1,-22.2,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.5,1.5
"JACKSONVILLE, FL",0.60%,747.0,"867,313",5.70%,10.0,0.5,14.20%,2.4,2.3,1.6,130.2,1.5,2.0,5.0,23.2,2.0,,,,,,,1.0,1.0,1.7,1.1,,1.9,0.4,14.7,1,2.1,1.2,22.4,109,10.1,6.3,3.8,3.0,-15.0,18.8,1.5,0.01,0.0,0.01,2.0,-0.05,0.06,1.4,1.5,1.2
"NEWARK, DE",4.60%,9.2,"33,243",26.30%,12.8,0.6,14.40%,2.4,2.2,1.7,2.4,0.7,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.7,2.1,,2.9,0.6,24.7,2,3.1,2.2,22.2,6,16.6,9.8,6.7,3.0,-15.0,21.7,1.0,0.05,0.04,0.02,3.0,-0.6,0.62,3.1,1.5,1.6
"EVANSTON, IL",5.30%,7.8,"75,557",37.00%,14.2,0.7,22.10%,3.7,2.7,2.3,1.4,0.2,4.0,0.6,5.5,4.0,,,,,,,2.0,2.0,3.0,2.2,,3.0,0.6,30.2,2,2.7,2.1,16.9,14,25.6,20.1,5.5,2.0,-20.0,25.5,1.0,0.08,0.03,0.04,3.0,-0.6,0.64,3.0,1.5,1.7
"CANTON, OH",0.50%,25.5,"71,763",20.80%,2.2,0.1,16.30%,2.7,2.1,1.5,8.0,1.1,2.0,0.0,0.0,5.0,,,,,,,1.0,2.5,2.1,1.8,,1.9,0.4,14.7,1,2.3,1.3,20.0,18,17.6,13.4,4.2,3.0,-15.0,19.2,1.4,0.01,0.0,0.0,2.0,-0.05,0.05,1.6,1.5,1.3
"PEACHTREE CITY, GA",0.10%,24.5,"34,988",20.80%,0.5,0.0,13.60%,2.3,,0.9,1.0,0.3,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,19.6,1,,0.8,0.0,0,11.6,,,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.5,1.2
"WAXHAW, NC",0.10%,11.5,"13,343",26.30%,0.4,0.0,12.30%,2.0,,0.8,0.6,0.4,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,9.0,1,,0.8,0.0,0,13.3,,,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.5,1.2
